row_number,review_file,id,source_file,source_line,report_surface,report_section,subject_if_known,topic_if_known,scenario_if_known,engine_meaning_plain_he,before_in_report_context,after_in_report_context,context_confidence,notes
399,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02140,utils/parent-report-v2.js,400,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: latestActivityAt: לא זמין","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): latestActivityAt: לא זמין",high,Source may feed parent report — confirm render path
400,parent-report-hebrew-owner-review-08-rows-351-400.xlsx,PR-HE-02141,utils/parent-report-v2.js,576,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: level: לא זמין","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): level: לא זמין",high,Source may feed parent report — confirm render path
401,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02142,utils/parent-report-v2.js,799,report_builder,general,,,zero_data,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: math: חשבון","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): math: חשבון",medium,Source may feed parent report — confirm render path
402,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02143,utils/parent-report-v2.js,800,report_builder,general,,,zero_data_geometry_q0,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: geometry: גאומטריה","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): geometry: גאומטריה",high,Source may feed parent report — confirm render path
403,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02144,utils/parent-report-v2.js,801,report_builder,general,,,zero_data_english_q0,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: english: אנגלית","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): english: אנגלית",high,Source may feed parent report — confirm render path
404,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02145,utils/parent-report-v2.js,802,report_builder,general,,,zero_data_science_q0,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: science: מדעים","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): science: מדעים",high,Source may feed parent report — confirm render path
405,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02146,utils/parent-report-v2.js,803,report_builder,general,,,thin_data,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: hebrew: עברית","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): hebrew: עברית",high,Source may feed parent report — confirm render path
406,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02147,utils/parent-report-v2.js,804,report_builder,general,,,zero_data_moledet_geography_q0,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: hebrew: מולדת וגאוגרפיה","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): hebrew: מולדת וגאוגרפיה",high,Source may feed parent report — confirm render path
407,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02148,utils/parent-report-v2.js,812,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: מוגבלת","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): מוגבלת",high,Source may feed parent report — confirm render path
408,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02149,utils/parent-report-v2.js,812,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: בינונית","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): בינונית",high,Source may feed parent report — confirm render path
409,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02150,utils/parent-report-v2.js,812,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: טובה","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): טובה",high,Source may feed parent report — confirm render path
410,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02151,utils/parent-report-v2.js,815,report_builder,topic_card,,שברים,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
לפני החלפה: מידע מועט בנושא — כדאי להמשיך בתרגול לפני שקובעים כיוון חד־משמעי.","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אחרי החלפה (ללא שינוי מוצע): מידע מועט בנושא — כדאי להמשיך בתרגול לפני שקובעים כיוון חד־משמעי.",medium,
411,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02155,utils/parent-report-v2.js,875,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: בתקופה שנבחרה: [נתון משתנה] שאלות, דיוק כ-[נתון משתנה]%.","בונה דוח — כללי
אחרי החלפה: בתקופה שנבחרה: … שאלות, דיוק כ-…%.",medium,
412,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02156,utils/parent-report-v2.js,882,report_builder,general,,,,המנוע מנסה להסביר איפה הופיע קושי בתרגול ומה כדאי לבדוק שוב.,"בונה דוח — כללי
לפני החלפה: נרשמו [נתון משתנה] טעויות רלוונטיות (מתוך [נתון משתנה] ניסיונות).","בונה דוח — כללי
אחרי החלפה: נרשמו … טעויות רלוונטיות (מתוך … ניסיונות).",medium,
413,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02157,utils/parent-report-v2.js,899,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: עד כמה הנתונים מבוססים כרגע: [נתון משתנה].","בונה דוח — כללי
אחרי החלפה: עד כמה הנתונים מבוססים כרגע: ….",medium,
414,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02158,utils/parent-report-v2.js,902,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: הדיוק השתפר לעומת התקופה הקודמת.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): הדיוק השתפר לעומת התקופה הקודמת.",medium,Source may feed parent report — confirm render path
415,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02159,utils/parent-report-v2.js,903,report_builder,general,,,,"המנוע מזהה שבתקופה האחרונה היו פחות הצלחות, ורוצה שההורה ישים לב בלי להיבהל.","בונה דוח — כללי
לפני החלפה: הדיוק ירד לעומת התקופה הקודמת.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): הדיוק ירד לעומת התקופה הקודמת.",medium,Source may feed parent report — confirm render path
416,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02160,utils/parent-report-v2.js,904,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: הדיוק דומה לתקופה הקודמת.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): הדיוק דומה לתקופה הקודמת.",medium,Source may feed parent report — confirm render path
417,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02161,utils/parent-report-v2.js,907,report_builder,general,,,,"המנוע מזהה שבתקופה האחרונה היו פחות הצלחות, ורוצה שההורה ישים לב בלי להיבהל.","בונה דוח — כללי
לפני החלפה: בגלל מגמת ירידה בדיוק, ההמלצה כרגע זהירה יותר.","בונה דוח — כללי
לפני החלפה: בגלל מגמת ירידה בדיוק, ההמלצה כרגע זהירה יותר.",medium,no suggested replacement in owner-review row
418,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02162,utils/parent-report-v2.js,909,report_builder,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"בונה דוח — כללי
לפני החלפה: בגלל שיפור במגמה, ההמלצה רוככה לתרגול מתאים יותר.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): בגלל שיפור במגמה, ההמלצה רוככה לתרגול מתאים יותר.",medium,
419,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02163,utils/parent-report-v2.js,913,report_builder,topic_card,,שברים,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: הנושא קיבל עדיפות גבוהה יחסית ברשימת הפעולות.","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): הנושא קיבל עדיפות גבוהה יחסית ברשימת הפעולות.",medium,Source may feed parent report — confirm render path
420,parent-report-hebrew-owner-review-09-rows-401-450.xlsx,PR-HE-02166,utils/parent-report-v2.js,997,report_builder,topic_card,,שברים,weak_topic_math_q20,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
לפני החלפה: הנושא","בונה דוח — כרטיס נושא | נושא לדוגמה: שברים
אזור בדוח: topic_card
אחרי החלפה (ללא שינוי מוצע): הנושא",medium,Source may feed parent report — confirm render path
