severity,category,book,page,path,issue,evidence,recommendation
High,Grade/meta wording,geometry-g4,page-056.txt,audio-text/books/geometry-g4/pages/page-056.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",עכשיו אתם יודעים שטח = צלע × צלע בכיתה ד׳!,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g4,page-057.txt,audio-text/books/geometry-g4/pages/page-057.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","היום נחזק היקף משולש בכיתה ד׳ — עם צלעות 5, 6 ו-7 ס״מ.","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g4,page-063.txt,audio-text/books/geometry-g4/pages/page-063.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","עכשיו אתם יודעים היקף משולש בכיתה ד׳ — 5, 6, 7!","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g4,page-070.txt,audio-text/books/geometry-g4/pages/page-070.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",עכשיו אתם יודעים למצוא זווית חסרה במשולש בכיתה ד׳ בגאומטריה.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g4,page-072.txt,audio-text/books/geometry-g4/pages/page-072.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ד׳ משווים לאורך הצלע — לא חייבים נוסחת שורש.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g4,page-079.txt,audio-text/books/geometry-g4/pages/page-079.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ד׳ לומדים את הקשר הזה — בלי חובה לנוסחת שורש.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g4,page-086.txt,audio-text/books/geometry-g4/pages/page-086.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ד׳ מזהים את הפאות — לפני חישוב נפח.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g5,page-008.txt,audio-text/books/geometry-g5/pages/page-008.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","בכיתה ה׳ — קשרי הכלה: מי ""יושב בתוך"" מי?","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g5,page-086.txt,audio-text/books/geometry-g5/pages/page-086.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",נוסחה (כיתה ה׳):,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g5,page-093.txt,audio-text/books/geometry-g5/pages/page-093.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",(קשר לרעיון של משפט פיתגורס — בכיתה ו׳ נעמיק),"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g5,page-120.txt,audio-text/books/geometry-g5/pages/page-120.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ה׳ — זווית האריח חשובה.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g6,page-009.txt,audio-text/books/geometry-g6/pages/page-009.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ו׳ — חיבור ישיר או בשלבים:,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g6,page-029.txt,audio-text/books/geometry-g6/pages/page-029.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ו׳ עובדים עם מידות גדולות יותר ומפרקים לשלבים ברורים.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g6,page-042.txt,audio-text/books/geometry-g6/pages/page-042.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ו׳ פותרים זווית חסרה עם משוואה ובדיקה.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g6,page-043.txt,audio-text/books/geometry-g6/pages/page-043.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",היום נלמד היקף מעגל בגאומטריה — נושא חדש לכיתה ו׳.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,geometry-g6,page-071.txt,audio-text/books/geometry-g6/pages/page-071.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",היום נרחיב גופים תלת ממדיים בגאומטריה — כיתה ו׳.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g1,page-148.txt,audio-text/books/hebrew-g1/pages/page-148.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",הוראות קצרות בכיתה ובבית.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g2,page-002.txt,audio-text/books/hebrew-g2/pages/page-002.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ב׳ כבר מכירים הרבה מילים.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g2,page-006.txt,audio-text/books/hebrew-g2/pages/page-006.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",ישן — מילה מוכרת לתלמידי כיתה ב׳.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g2,page-023.txt,audio-text/books/hebrew-g2/pages/page-023.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ב׳ עדיין יש ניקוד בחלק מהמילים.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g2,page-122.txt,audio-text/books/hebrew-g2/pages/page-122.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",הכיתה התחילה ללמוד.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
